MET(GeV),#phi_{MET},light_jets_multiplicity,pT_{b_{1}}(GeV),#eta_{b_{1}},#phi_{b_{1}},Energy_{b_{1}}(GeV),Mass_{b_{1}}(GeV),#Delta R_{b_{1}#tau_{1}},#Delta #eta_{b_{1}#tau_{1}},#Delta #phi_{b_{1}#tau_{1}},#Delta pT_{b_{1}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{1}}(GeV),#Delta #vec{p}_{b_{1}#tau_{1}}(GeV),#Delta R_{b_{1}#tau_{2}},#Delta #eta_{b_{1}#tau_{2}},#Delta #phi_{b_{1}#tau_{2}},#Delta pT_{b_{1}#tau_{2}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{2}}(GeV),#Delta #vec{p}_{b_{1}#tau_{2}}(GeV),pT_{#tau_{1}}(GeV),#eta_{#tau_{1}},#phi_{#tau_{1}},Energy_{#tau_{1}}(GeV),Mass_{#tau_{1}}(GeV),#Delta R_{#tau_{1}#tau_{2}},#Delta #eta_{#tau_{1}#tau_{2}},#Delta #phi_{#tau_{1}#tau_{2}},#Delta pT_{#tau_{1}#tau_{2}}(GeV),#Delta #vec{pT}_{#tau_{1}#tau_{2}}(GeV),#Delta #vec{p}_{#tau_{1}#tau_{2}}(GeV),pT_{#tau_{2}}(GeV),#eta_{#tau_{2}},#phi_{#tau_{2}},Energy_{#tau_{2}}(GeV),Mass_{#tau_{2}}(GeV),Q_{#tau_{1}}Q_{#tau_{2}},sT(GeV),mT(GeV)
5.813839912414551,-1.4125052690505981,0,31.524295806884766,-2.437258005142211,2.2641518115997314,181.75937052737314,3.6758496761326893,2.6030341425541774,-1.8514204621314994,1.8297620117664337,-7.028675079345703,55.70072923088988,164.76746667480077,2.432590646450508,-1.8003296852111808,-1.6359432379352015,3.535219192504883,43.49771551037712,165.7203362382395,38.55297088623047,-0.5858375430107117,0.4343897998332977,45.57172201463233,4.3860626220703125,2.8179432467266405,0.05109077692031849,2.817480057477951,10.563894271850586,65.69230219581807,65.87057906684352,27.989076614379883,-0.6369283199310302,-2.3830902576446533,34.01092997150267,3.1911435127257946,-1.0,103.88018321990967,261.3937260859352
38.11902618408203,1.330160140991211,1,80.20545959472656,0.01975146308541291,-1.169329285621643,80.73682802810663,9.110966682434082,1.6707203468267444,0.7957684732973573,1.4690333604812622,33.59725570678711,88.57610089780759,97.81351564403435,3.4119810559783224,2.238976392894984,-2.5746066570281982,43.99398040771485,112.44543820214929,200.65887484203768,46.60820388793945,-0.7760170102119445,-2.6383626461029053,62.0293581398581,9.084315299987818,2.6642845575638043,1.4432079195976266,2.239545289670126,10.396724700927741,74.67546423728322,145.3484354845779,36.21147918701171,-2.219224929809571,1.4052773714065552,168.54862561731179,1.2005971670147384,-1.0,201.14416885375977,841.6329573490888
9.917654037475586,-1.3147854804992676,0,64.11670684814453,0.18389268219470975,2.375654935836792,65.36416964765029,4.574972152709961,2.517256112905473,0.005667328834533636,2.51724973320961,17.86117172241211,105.18097701221575,105.24152942172012,2.909770869563192,1.8387983590364454,-2.255124632512228,37.855878829956055,83.2428211035334,114.11295933612776,46.25553512573242,0.17822535336017611,-0.141594797372818,47.03682801439894,2.05036091804503,2.3754829140024496,1.8331310302019117,1.5108109414577484,19.994707107543945,51.80312214675579,90.72746726735572,26.260828018188477,-1.6549056768417356,-1.6524057388305664,71.52417052338701,6.6390275955200195,-1.0,146.55072402954102,405.7794130221258
8.140862464904785,1.7868021726608276,1,30.541372299194332,-0.6619288325309752,0.9030157923698425,37.700731556672466,4.072603225708008,1.1090775093373286,0.39532941579818737,1.0362275689840317,-17.221071243286136,41.56521965361372,56.805620820321614,1.8477204649872159,0.13224494457244873,-1.8429818749427795,-9.351469039916996,56.38534387056369,57.95426142870092,47.76244354248047,-1.0572582483291626,-0.13321177661418915,77.04089101876629,0.6857184171683164,2.8912039812156913,-0.26308447122573864,-2.879209443926811,7.869602203369141,86.90813568861392,90.52309661919075,39.89284133911133,-0.794173777103424,2.745997667312622,53.28165479882795,3.7635862827300346,-1.0,126.33751964569092,266.77835273323655
8.987861633300781,-2.881917953491211,1,40.003318786621094,1.1082888841629026,1.1959668397903442,67.86711399231439,9.552668571472168,1.253918183588204,1.1039483733475206,0.594650149345398,12.32864761352539,23.06659383426625,58.5964044416843,2.9638364027562414,2.4642183780670166,1.6468011438846588,17.241666793823242,47.50406500403921,106.40673621908242,27.674671173095703,0.004340510815382025,0.6013166904449463,27.851078903485096,3.12741780281066,1.7196965433033622,1.3602700047194958,1.0521509945392609,4.913019180297852,25.680170943368655,48.67451389442802,22.76165199279785,-1.3559294939041138,-0.4508343040943146,47.270000323522744,4.067243099212619,-1.0,99.42750358581543,460.31893456357284
4.151544570922852,-2.6156375408172607,1,41.576873779296875,-2.074825048446656,0.9795684218406677,168.34298007669494,8.014675140380632,4.5042917109900715,-3.4123671054840097,-2.940135125313894,-12.824542999267578,95.50049836450273,276.4369011149295,3.0784360186746955,-0.5629045963287362,3.026533782482147,4.2037353515625,78.81977093851185,113.95501290905754,54.40141677856445,1.3375420570373533,-2.3634817600250244,110.94506179733041,6.3080821037290855,2.8669878308357344,2.8494625091552734,-0.3165163993835449,17.028278350830078,22.18003447781816,178.5006755566891,37.373138427734375,-1.51192045211792,-2.0469653606414795,89.01618939286317,5.067996025085539,1.0,137.50297355651855,781.7345362204211
43.1975975036621,1.278444528579712,2,42.06521224975586,-0.04396385326981536,-2.4886813163757324,42.312844705848114,4.180006027221707,2.558082531663015,-0.22514875605702392,-2.5481550730764866,0.38614654541015625,80.08481704314394,80.6396129407418,2.0526419985897237,-1.240520302206278,1.635374132786886,8.266693115234375,55.63560296837679,76.60344108771756,41.6790657043457,0.18118490278720856,0.059473756700754166,42.39460474414446,1.5824990272521973,2.332281098093437,-1.015371546149254,-2.0996561013162136,7.880546569824219,65.581948706139,78.53949496146599,33.798519134521484,1.1965564489364626,2.1591298580169678,61.04014649865415,1.4818050861358452,-1.0,160.74039459228516,386.20254967781085
40.493892669677734,3.009643316268921,3,351.14111328125,-0.11935409158468242,-2.7279534339904785,353.9054066274243,13.569826126097963,3.245906630192681,-0.821926139295101,3.1401189903365534,100.63563537597656,601.6464324327927,645.1331796171403,0.8682117687045705,-0.11362624168395982,0.8607443014727991,323.55939865112305,333.8172428340465,336.4305545087254,250.50547790527344,0.7025720477104186,0.4151128828525543,315.22964701118707,14.046985626220703,2.3868887106835732,0.7082998976111412,-2.2793746888637543,222.92376327514648,269.270050938751,330.13043272330253,27.581714630126953,-0.0057278499007226025,2.6944875717163086,27.992458987212615,4.775125026702869,-1.0,669.7221984863281,2145.1923243266124
27.05430030822754,1.04682195186615,1,44.83758544921874,-1.3011343479156496,3.1108481884002686,89.27622639184605,12.063160896301307,3.9172682182570315,-3.4536457061767587,1.848599910736084,15.568252563476559,59.89090344137324,209.25737086090626,2.34888189229061,-0.9826001524925234,-2.1334814468966883,20.52544403076171,61.35580443571008,91.86829026706245,29.269332885742184,2.1525113582611093,1.2622482776641846,127.71285303888538,3.913282155990942,3.376558235097179,2.4710455536842355,2.301103949546814,4.957191467285153,48.96110032788629,140.90766736169084,24.31214141845703,-0.3185341954231262,-1.0388556718826294,25.655776092995602,2.2603588104247794,-1.0,125.4733600616455,830.2732880753692
21.808828353881836,-1.151159405708313,1,41.007904052734375,1.050602316856384,1.9362192153930664,66.43253419489551,9.151115417480469,2.0688233023059666,1.727738320827484,-1.1379587650299072,-16.914402008056648,55.172760492537535,108.77628631467933,3.060012470484782,0.5976102650165556,-3.0010895172702234,11.041620254516602,70.80336323427723,80.08079309022648,57.92230606079102,-0.6771360039710999,3.0741779804229736,72.2751858792015,8.968533515930176,2.1790928439317487,-1.1301280558109283,-1.8631307522403162,27.95602226257325,72.48033018484936,91.7967230979823,29.966283798217773,0.45299205183982844,-1.3458765745162964,33.27236552388918,3.442601442337061,-1.0,150.705322265625,461.62305231817027
