MET(GeV),#phi_{MET},light_jets_multiplicity,pT_{b_{1}}(GeV),#eta_{b_{1}},#phi_{b_{1}},Energy_{b_{1}}(GeV),Mass_{b_{1}}(GeV),#Delta R_{b_{1}b_{2}},#Delta #eta_{b_{1}b_{2}},#Delta #phi_{b_{1}b_{2}},#Delta pT_{b_{1}b_{2}}(GeV),#Delta #vec{pT}_{b_{1}b_{2}}(GeV),#Delta #vec{p}_{b_{1}b_{2}}(GeV),#Delta R_{b_{1}#tau_{1}},#Delta #eta_{b_{1}#tau_{1}},#Delta #phi_{b_{1}#tau_{1}},#Delta pT_{b_{1}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{1}}(GeV),#Delta #vec{p}_{b_{1}#tau_{1}}(GeV),#Delta R_{b_{1}#tau_{2}},#Delta #eta_{b_{1}#tau_{2}},#Delta #phi_{b_{1}#tau_{2}},#Delta pT_{b_{1}#tau_{2}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{2}}(GeV),#Delta #vec{p}_{b_{1}#tau_{2}}(GeV),pT_{b_{2}}(GeV),#eta_{b_{2}},#phi_{b_{2}},Energy_{b_{2}}(GeV),Mass_{b_{2}}(GeV),#Delta R_{b_{2}#tau_{1}},#Delta #eta_{b_{2}#tau_{1}},#Delta #phi_{b_{2}#tau_{1}},#Delta pT_{b_{2}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{2}#tau_{1}}(GeV),#Delta #vec{p}_{b_{2}#tau_{1}}(GeV),#Delta R_{b_{2}#tau_{2}},#Delta #eta_{b_{2}#tau_{2}},#Delta #phi_{b_{2}#tau_{2}},#Delta pT_{b_{2}#tau_{2}}(GeV),#Delta #vec{pT}_{b_{2}#tau_{2}}(GeV),#Delta #vec{p}_{b_{2}#tau_{2}}(GeV),pT_{#tau_{1}}(GeV),#eta_{#tau_{1}},#phi_{#tau_{1}},Energy_{#tau_{1}}(GeV),Mass_{#tau_{1}}(GeV),#Delta R_{#tau_{1}#tau_{2}},#Delta #eta_{#tau_{1}#tau_{2}},#Delta #phi_{#tau_{1}#tau_{2}},#Delta pT_{#tau_{1}#tau_{2}}(GeV),#Delta #vec{pT}_{#tau_{1}#tau_{2}}(GeV),#Delta #vec{p}_{#tau_{1}#tau_{2}}(GeV),pT_{#tau_{2}}(GeV),#eta_{#tau_{2}},#phi_{#tau_{2}},Energy_{#tau_{2}}(GeV),Mass_{#tau_{2}}(GeV),Q_{#tau_{1}}Q_{#tau_{2}},sT(GeV)
134.9227294921875,1.0732582807540894,4,111.7903060913086,0.1878527402877807,-0.5580404996871948,114.02222381429212,7.6011962890625,1.2427651355490847,-0.9311102628707886,0.8231031894683838,51.311431884765625,83.42997830767263,103.69669051137501,1.8231637252207555,-0.11869481205940258,-1.819295883178711,-82.60420989990232,246.93315288242025,250.05746930149576,1.801207230972367,-0.6138505339622498,1.6933797597885132,-66.46756744384766,221.68960018058195,260.9185358227945,60.47887420654297,1.1189630031585693,-1.3811436891555786,102.78754957050516,8.197294235229492,2.7644695194274242,0.8124154508113861,-2.6423990726470947,-133.91564178466794,249.18078542995013,250.16578091752916,0.9263018106617771,0.31725972890853893,0.8702765703201294,-117.77899932861328,146.74666706468108,165.26444801676956,194.3945159912109,0.3065475523471833,1.2612553834915161,203.60361947139302,1.2091464996352934,2.8144098828044264,-0.4951557219028471,-2.770509664212362,16.13664245605466,366.2684679403058,379.2014412726418,178.25787353515625,0.8017032742500304,-2.251420259475708,239.06431260711406,13.579865455627408,-1.0,679.8442993164062
15.203599929809572,-1.6993478536605835,0,163.4576416015625,-2.0666961669921893,2.743574857711792,656.0503382036554,14.170751571656172,0.5047932947463905,0.2938437461853005,0.41045355796813965,2.32281494140625,66.1875123859965,221.08053394051518,3.166599505710286,-0.8660111427307147,-3.0458787123309534,-105.20343017578125,431.6533098641826,488.7940792455973,2.741894714872618,-1.11299902200699,-2.505837146435873,117.82798767089844,201.99766599667936,618.6873322884641,161.13482666015625,-2.36053991317749,2.3331212997436523,861.4242810775714,11.352283477782562,3.055546015929534,-1.1598548889160152,2.826853036880493,-107.5262451171875,424.81923465578944,611.8126759845292,3.237894075940132,-1.4068427681922906,-2.9162907044040125,115.50517272949219,205.8638024597439,821.9216661967771,268.66107177734375,-1.2006850242614746,-0.4937317371368409,488.2323415203576,38.2643699645998,0.5938416501086823,-0.2469878792762754,0.5400415658950806,223.0314178466797,230.72106699158635,423.762373748313,45.62965393066406,-0.9536971449851992,-1.0337733030319214,68.17180931103194,4.810193061828613,-1.0,654.0867938995361
116.7036590576172,-0.9093587398529053,2,100.15419006347658,1.5412458181381232,1.3309706449508667,246.2981484269211,28.85093498229987,1.0099761047274232,-0.17494690418243364,-0.9947086572647095,66.90435028076173,86.65031088342691,159.28728700171814,3.224537479649093,1.0383611321449284,-3.052777115498678,55.12662506103517,145.05927055131878,246.70133950383777,2.650815722889746,0.8646941184997565,2.5058188438415527,55.44139480590822,138.6956546334429,235.6786840762292,33.249839782714844,1.7161927223205569,2.325679302215576,95.82795020410543,8.183899879455511,2.389092331785045,1.213308036327362,-2.0580684582339686,-11.777725219726562,67.34259501278525,94.21596948104617,2.970528222681023,1.0396410226821902,-2.782657806073324,-11.462955474853516,76.73775506320607,95.52543011539805,45.027565002441406,0.5028846859931947,-1.8994375467300415,50.85832747209951,1.2827521562577124,0.7451106995814077,-0.173667013645172,-0.7245893478393555,0.3147697448730469,31.807219523554256,33.05638662041295,44.71279525756836,0.6765516996383667,-1.174848198890686,55.53351436570965,4.606353282928442,-1.0,339.84804916381836
15.886494636535643,1.0181699991226196,1,32.803504943847656,-0.9058787822723388,-0.6771534085273743,47.36896593968477,3.889293193817168,3.0074382560424793,-0.7862108647823334,-2.902853310108185,2.4389762878417933,62.71919587104785,69.65823444050093,1.8117963876471794,-1.1000813394784925,-1.439592719078064,-1.432037353515625,44.2073721138385,60.049694821024524,0.6080233783387906,0.4896956682205199,0.3604033589363098,8.872823715209964,13.401250171276418,17.589980570436285,30.364528656005863,-0.11966791749000541,2.2256999015808105,31.064285335134116,5.451476097106944,1.49654476449848,-0.3138704746961592,1.4632605910301208,-3.8710136413574183,43.25425876912155,44.471321860043915,3.278399984807807,1.2759065330028532,-3.0199286381350916,6.433847427368171,54.196191735387195,68.38308314038954,34.23554229736328,0.1942025572061538,0.7624393105506897,35.13923534309058,4.234466552734375,2.4015363447334197,1.5897770076990125,1.7999960780143738,10.30486106872559,46.011170360762485,69.45937622933087,23.93068122863769,-1.3955744504928587,-1.037556767463684,51.363229568454564,3.071815729141226,1.0,137.22075176239014
122.35179901123047,-3.066002130508423,3,37.39496612548828,-1.5325050354003908,-1.9660991430282593,90.854519942267,6.750356197357161,4.775818825000938,-3.778589725494384,-2.920737087726593,1.4140663146972656,72.92910338673057,261.03877239233253,1.1591251833639111,-0.6143149733543398,-0.9829487800598145,-98.09220123291016,118.89341493247908,133.2242021709749,1.5411663561438973,-0.5747954845428471,1.4299663941012781,-33.32777404785156,75.21735600042194,75.3212685182093,35.980899810791016,2.2460846900939933,0.9546379446983337,171.9948848503242,4.893328189850388,3.7104795151517838,3.1642747521400443,1.9377883076667786,-99.50626754760742,152.1504288865815,346.00165485669555,3.7414948274277933,3.203794240951537,-1.932481825351715,-34.74184036254883,89.98443521711094,262.5886119472027,135.48716735839844,-0.918190062046051,-0.9831503629684448,197.15878332596992,13.041988372803013,2.4132387838116593,0.0395194888114927,2.4129151741610926,64.7644271850586,194.0513471479533,204.35284104318893,70.72274017333984,-0.9577095508575437,2.887119770050049,105.80530738743778,4.429625511169125,-1.0,401.93757247924805
52.37005233764649,-0.6593374013900757,3,70.4262466430664,1.8687599897384646,3.000521183013916,233.78880411086152,8.77790164947546,1.7709947191056632,1.0931801795959473,1.393333911895752,26.084518432617188,76.31177271127247,199.94795705209393,2.7005124445466056,2.1072020083665848,-1.6889248530017298,-23.7246551513672,124.04497601611713,274.9866221115023,3.7487957497002444,3.247420191764832,1.8728939294815063,32.632015228271484,89.2866175934904,306.3111606211043,44.34172821044922,0.7755798101425172,1.607187271118164,60.087349054076384,14.303458213806136,3.2447741620967547,1.0140218287706375,-3.0822587648974817,-49.80917358398439,138.43957310763855,151.1246198381641,2.2069725509159026,2.1542400121688847,0.4795600175857544,6.547496795654297,20.517084138757586,110.12477999026157,94.15090179443361,-0.23844201862812037,-1.5937392711639404,97.77937019222774,13.520634651184116,2.950581852362325,1.140218183398247,-2.72136652469635,56.356670379638686,129.57754419129967,138.0404750983966,37.79423141479492,-1.3786602020263674,1.1276272535324097,79.9686886919235,5.575481414794922,-1.0,299.0831604003906
75.55838775634766,-2.8404011726379395,1,66.48197174072266,-0.7892308235168457,2.820462465286255,88.63921794057038,7.920756816864056,2.7723993664351085,1.0867239236831665,2.5505351126194,11.39012527465821,116.35068381686926,165.34830830678018,1.9722503514284877,-0.15359091758728038,-1.9662607351886194,26.01992416381836,90.16430156137639,95.21609673438331,2.6383543597668697,-1.361026108264923,2.2602038979530334,37.690439224243164,87.65768475993804,115.66602298726657,55.091846466064446,-1.8759547472000122,0.26992735266685486,184.0900102002092,5.295445442199621,2.1583587810312514,-1.2403148412704468,1.7663894593715668,14.62979888916015,74.42273900813007,165.73601283418665,2.46490819973311,-2.4477500319480896,-0.2903312146663666,26.30031394958495,28.713628978622094,195.0728311453587,40.4620475769043,-0.6356399059295653,-1.496462106704712,49.1884184309022,5.178117752075195,2.3849527606855876,-1.2074351906776428,-2.0567206740379333,11.670515060424801,59.61767113106977,74.61099801946506,28.791532516479496,0.5717952847480775,0.5602585673332214,33.8178363898677,3.5794475078582684,-1.0,266.38578605651855
83.39812469482422,-0.05993666872382163,0,89.97770690917969,-1.3184450864791868,-0.7575751543045044,180.439900630022,9.542739868164062,2.5581202777443215,-1.6770071089267728,1.9317418336868286,15.269638061523438,135.73943939883006,228.23171253044325,2.7125898015227277,-0.9541393220424649,-2.539244294166565,-54.697845458984375,224.67789704655624,246.843980849481,2.213527482448209,-2.0997373461723328,0.7005761861801147,33.06316757202149,59.20710353068829,213.6137729558134,74.70806884765625,0.3585620224475861,-2.689316987991333,81.08297053644289,15.630093574523897,1.9510519477619104,0.7228677868843081,1.8121991793261927,-69.96748352050781,177.98917651722832,195.6550129628962,1.3017179821613871,-0.42273023724555975,-1.2311656475067139,17.793529510498054,77.37934902147092,80.38227219652259,144.67555236816406,-0.3643057644367219,1.7816691398620605,154.41947583403893,3.3662936687467373,3.2518401409192834,-1.1455980241298678,-3.0433648268329065,87.76101303100586,201.39309848110807,226.20868609524624,56.914539337158196,0.7812922596931459,-1.4581513404846191,75.18951602498412,0.5958408117300871,-1.0,449.6739921569824
23.90704345703125,2.685415267944336,3,51.23541259765624,1.9970475435256954,-0.4677800536155701,192.33050666969478,6.811518669127817,1.139253911218721,-0.4510041475296007,1.0461810231208801,16.237842559814446,45.31695378403538,47.93304759913094,3.7188067480331064,3.5304062366485596,-1.1686553955078125,-168.08392333984372,204.76820798306966,700.3261057108373,3.0646642669886757,1.490488231182098,2.6777998248683375,0.6546287536620952,99.09092571898562,186.94556954195488,34.9975700378418,2.448051691055296,-1.5139610767364502,203.99326537783548,6.158965587615948,4.555999232717852,3.9814103841781603,-2.2148364186286926,-184.32176589965817,241.95700348930416,726.7973779971126,2.536054528359242,1.9414923787116987,1.6316188017474573,-15.58321380615235,63.23329265384592,185.26726812256265,219.31933593749997,-1.5333586931228642,0.7008753418922424,532.6378432026254,29.914403915404726,3.177879636638139,-2.0399180054664616,-2.4367300868034363,168.73855209350583,259.9211426332485,573.4827065789312,50.58078384399415,0.5065593123435974,3.1376054286956787,57.721614035016465,7.665769577026367,-1.0,380.04014587402344
14.37520980834961,2.076164960861206,2,59.48976135253907,1.1767314672470093,-1.9055205583572388,105.75227552707375,4.53520393371562,1.3851031014602777,1.232015922665596,-0.6329671144485474,9.53250122070314,35.24689408202865,96.72886645028993,2.4318619402603803,1.5877059698104858,-1.8420483842492104,-56.00475311279296,143.38716396573557,197.7136946834368,2.702685215221168,2.5888873338699345,-0.7759959697723389,-26.81449127197265,60.48658317348852,261.03775907044167,49.95726013183593,-0.05528445541858673,-1.2725534439086914,50.869500342397984,9.183821678161621,1.260314614142325,0.3556900471448898,-1.209081269800663,-65.5372543334961,108.40248145254316,117.77799237215373,1.3643889767946995,1.3568714112043385,-0.1430288553237915,-36.34699249267579,37.538720554430775,168.09978861919606,115.49451446533203,-0.4109745025634765,-0.06347217410802841,125.48639023115355,5.016365528106666,1.4624745721385741,1.0011813640594487,1.0660524144768715,29.190261840820312,105.57940850804269,158.19320094649842,86.30425262451172,-1.4121558666229252,-1.1295245885849,187.64967161852462,1.551539897922145,1.0,325.62099838256836
