MET(GeV),#phi_{MET},light_jets_multiplicity,pT_{b_{1}}(GeV),#eta_{b_{1}},#phi_{b_{1}},Energy_{b_{1}}(GeV),Mass_{b_{1}}(GeV),#Delta R_{b_{1}#tau_{1}},#Delta #eta_{b_{1}#tau_{1}},#Delta #phi_{b_{1}#tau_{1}},#Delta pT_{b_{1}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{1}}(GeV),#Delta #vec{p}_{b_{1}#tau_{1}}(GeV),#Delta R_{b_{1}lep_{1}},#Delta #eta_{b_{1}lep_{1}},#Delta #phi_{b_{1}lep_{1}},#Delta pT_{b_{1}lep_{1}}(GeV),#Delta #vec{pT}_{b_{1}lep_{1}}(GeV),#Delta #vec{p}_{b_{1}lep_{1}}(GeV),pT_{#tau_{1}}(GeV),#eta_{#tau_{1}},#phi_{#tau_{1}},Energy_{#tau_{1}}(GeV),Mass_{#tau_{1}}(GeV),#Delta R_{#tau_{1}lep_{1}},#Delta #eta_{#tau_{1}lep_{1}},#Delta #phi_{#tau_{1}lep_{1}},#Delta pT_{#tau_{1}lep_{1}}(GeV),#Delta #vec{pT}_{#tau_{1}lep_{1}}(GeV),#Delta #vec{p}_{#tau_{1}lep_{1}}(GeV),pT_{lep_{1}}(GeV),#eta_{lep_{1}},#phi_{lep_{1}},Energy_{lep_{1}}(GeV),Mass_{lep_{1}}(GeV),Q_{#tau_{1}}Q_{lep_{1}},sT(GeV),mT(GeV)
18.557119369506836,2.9914956092834473,0,53.625286102294915,1.4970505237579348,0.24479265511035925,125.99290641604422,6.741729736328125,0.766962192735552,0.19118964672088645,-0.742749974131584,28.71500396728515,39.09259840284086,81.24006165216898,2.3395753988128276,0.32156538963317893,2.3173710852861404,9.896686553955071,89.291200596833,102.20387930298953,24.910282135009766,1.3058608770370483,0.9875426292419432,49.4530805140844,3.2702884674072266,3.062897114274619,0.13037574291229248,3.0601210594177246,-18.818317413330078,68.58622144247491,71.87400204014024,43.728599548339844,1.1754851341247559,-2.0725784301757812,77.58299154243407,0.10565837549833952,-1.0,140.82128715515137,182.11097881130286
43.3223876953125,-0.19848977029323575,0,105.05174255371094,-0.8649574518203736,-3.0092310905456543,147.5189672416744,13.917373657226431,2.5894524914027666,-0.9516306221485139,2.408249024544851,57.822750091552734,143.6615007412968,178.96638056901634,2.6411636255001625,-1.0036257654428482,-2.4430474042892456,77.2847671508789,127.5710718503767,166.1758933384503,47.2289924621582,0.08667317032814024,0.8657051920890808,47.415542926932325,0.9259310364720117,1.4328325983364918,-0.051995143294334425,1.4318888783454895,19.46201705932617,51.36560093731641,51.366142454662636,27.766975402832035,0.13866831362247467,-0.5661836862564087,28.03456678274411,0.10565837549995351,-1.0,223.37009811401367,414.08392597561937
9.541077613830566,-1.7724157571792603,0,72.45946502685547,2.4488255977630606,-0.8748081922531127,422.5015422072682,4.267017364503658,2.7071342218522187,2.0929245948791495,-1.7170446515083313,36.85378646850586,85.26478363051247,412.19372557398685,3.607215513356199,1.9874173104763022,-3.0103448629379272,-16.469879150390625,161.04504546703296,406.9383792372068,35.60567855834961,0.3559010028839111,0.8422364592552186,38.73073525866341,8.05157470703125,1.2975967108257869,-0.10550728440284746,-1.293300211429596,-53.323665618896484,86.26318894553455,91.18830168778341,88.9293441772461,0.46140828728675853,2.1355366706848145,98.56491111079337,0.00051100037754117,-1.0,206.53556537628174,330.74400986694684
15.837010383605959,2.772576093673706,3,305.5274353027344,0.22383360564708707,3.08634090423584,314.3347217531379,26.530187606811182,2.0315563288928224,-1.9765803366899455,0.46941590309143066,248.53084182739258,255.99772702920293,315.9578499546317,2.945030446436673,-0.35164590179920197,2.923961266875267,16.16845703125,591.3705124116843,600.9557141429132,56.996593475341804,2.2004139423370326,2.616925001144409,260.49961478292175,4.520216464997721,2.943672002884565,1.6249344348907435,2.4545453637838364,-232.36238479614258,335.3783347134324,344.3934092396919,289.3589782714844,0.5754795074462891,0.16237963736057281,338.6104792857949,0.0005110128362116192,-1.0,667.7200174331665,1104.3594681229417
9.231887817382812,-1.7411746978759766,1,119.89279174804689,1.1830270290374756,-1.251211404800415,214.2766706863739,9.982555389404661,1.3196265618343594,-0.022151708602905495,-1.3194406256079674,72.45156860351564,117.45472577311727,157.71789015652942,3.0924029056057045,0.8744318187236785,-2.9661970138549805,37.443565368652344,201.59109734169667,252.15236791549657,47.44122314453125,1.205178737640381,0.06822922080755234,87.1469548081532,12.319976806640662,1.875011632952107,0.896583527326584,-1.646756388247013,-35.008003234863295,98.19474358629975,108.5233760172041,82.44922637939455,0.3085952103137971,1.7149856090545654,86.40640665191674,0.10565837549833952,1.0,259.01512908935547,1106.379630837742
42.552581787109375,-2.393923044204712,1,34.45061492919922,2.12930369377136,2.1148741245269775,147.18057324754685,9.144660949706832,3.3984942572682217,2.5753425061702706,2.2175153195858,-15.111766815185547,75.50496929959324,182.04324367501908,3.8999695052821672,3.364493846893308,-1.9722939173327845,-2.2413063049316406,59.339057786563934,209.15128442756125,49.562381744384766,-0.4460388123989104,-0.10264119505882265,54.71749019593133,3.947681188583367,2.2371819796579717,0.7891513407230376,2.0933760702610016,12.870460510253906,74.95368624765307,82.68498627167251,36.69192123413086,-1.235190153121948,-2.196017265319824,68.42706317218239,0.10565837549833952,-1.0,163.25749969482422,728.2146622947068
7.219673156738282,0.9743428826332092,3,30.454414367675778,1.4241710901260376,-0.9747679829597473,67.20593810044984,6.134099006652906,3.163041886773689,1.9935519099235535,-2.4557248950004578,5.4088230133056605,52.29999494157444,91.13823922190288,1.8956649174113207,1.2238889932632446,-1.4476329684257507,1.8532752990722656,39.134132850141114,66.55033775819092,25.045591354370117,-0.5693808197975159,1.4809569120407104,30.126142760411653,7.347999572753914,1.2683179166546368,-0.7696629166603088,1.008091926574707,-3.555547714233395,26.09626578665545,33.37786947065535,28.601139068603512,0.20028209686279297,0.4728649854660034,29.176696739651796,0.0005110000438226059,-1.0,91.3208179473877,587.9639782692599
19.960304260253906,-0.7966839075088501,0,33.66709899902344,-1.9148899316787713,2.124829053878784,116.7455269825162,2.6141791343692007,1.0648997927340809,-1.057734906673431,0.1233224868774414,10.342323303222656,10.903731741789839,89.88627131405165,3.039168771875382,0.4615501165390017,-3.003917161618368,-24.832393646240234,91.9641692181122,220.53546139527043,23.32477569580078,-0.8571550250053405,2.0015065670013428,32.816341932516785,5.0146169662475355,3.476759238267987,1.5192850232124324,-3.1272396484958094,-35.17471694946289,81.82255066908917,301.00263524428937,58.49949264526367,-2.376440048217773,-1.154439091682434,317.6343136962477,0.000510984358804246,1.0,135.4516716003418,1318.2641284808155
14.65035629272461,2.925499677658081,1,41.080223083496094,1.428338885307312,-0.625015914440155,90.8998740383041,7.22740650176983,2.718519106800114,2.692031145095825,0.37856894731521606,10.710458755493164,17.0700721745067,131.31883353898522,3.3417438905520673,1.6971408128738403,2.8787089625941675,5.319282531738281,76.18151803944991,118.29086542932016,30.36976432800293,-1.263692259788513,-1.003584861755371,58.04857428154465,1.7392696142196287,2.6908189959839004,-0.9948903322219845,2.5001400152789515,-5.391176223754883,62.781491208914574,74.28644916063982,35.76094055175781,-0.26880192756652843,2.7794604301452637,37.06068239185085,0.0005110001550621515,-1.0,121.86128425598145,530.7632261819407
26.96402740478516,-2.9947609901428223,0,47.74547958374023,-0.3851667940616609,-0.40481621026992803,52.272271781175604,9.874724388122559,2.6955477821038274,1.6429181993007664,2.13700670003891,17.586072921752923,68.8050486415814,116.30229339866878,2.7122304477721033,1.8315516412258162,-2.000403106212616,13.286975860595696,69.5524714909377,153.99228490772282,30.159406661987305,-2.028084993362427,-2.541822910308838,116.58802170264622,1.1041353940957503,2.1540508526484605,0.18863344192504972,2.1457755009280604,-4.299097061157227,56.809333998079126,71.62654879879057,34.45850372314453,-2.216718435287477,1.595586895942688,159.99314257408574,0.10565837551985922,-1.0,139.32741737365723,706.6932483009435
76.30752563476562,1.9093538522720337,2,137.11700439453125,-0.509505569934845,-1.535647988319397,156.1016543874404,15.771627426147345,2.938343418194174,1.4860959649085994,-2.5348334908485413,58.834251403808594,206.3130156349654,294.1781881095004,3.323286283450154,1.5370005965232845,2.946499768887655,73.72022247314453,199.6896811731856,261.1865924351413,78.28275299072266,-1.9956015348434444,0.9991855025291443,293.43123459474975,9.754199028015464,0.8034662329612758,0.05090463161468506,-0.8018520474433899,14.88597106933593,56.9666943343996,70.39297092647887,63.396781921386726,-2.0465061664581294,1.8010375499725342,249.4661746607851,0.10565837548542771,-1.0,355.10406494140625,1974.6054476788154
21.914758682250977,1.4382814168930054,0,45.99032211303712,-1.958730101585387,-1.5542984008789062,166.5018162868752,8.471438407897681,1.7479590929764304,-1.668062776327132,0.5224246978759766,1.365093231201179,23.438774313258097,148.50662689835502,3.6048218753172487,-1.8213591277599324,3.1108506361590784,16.10479354858399,75.86729116862355,173.18363123379908,44.62522888183594,-0.29066732525825495,-2.076723098754883,46.55465286064195,1.6980279684067066,2.5929613590139295,-0.15329635143280027,2.588425938283102,14.739700317382812,71.7918223133877,72.35826475920018,29.885528564453125,-0.13737097382545468,1.6180362701416016,30.168138987075025,0.10565837549995351,-1.0,142.41583824157715,555.8623431783732
8.913556098937988,-0.45911622047424316,2,52.80290222167969,-0.6472901105880735,-2.4471189975738525,64.61893727873709,6.8357133865356445,2.0375528932551856,-1.0671803653240204,1.7357268969165247,29.966388702392578,60.87372025122196,76.59535130967939,3.1688707116180725,-2.8392335176467887,-1.4073004722595215,-2.406288146972649,69.90847124118302,289.24080175913184,22.83651351928711,0.41989025473594677,2.100339412689209,24.88853046880979,0.6743375062942399,3.605657256349209,-1.7720531523227683,3.14015793800354,-32.37267684936523,78.04568726170939,246.83930855697292,55.20919036865234,2.191943407058715,-1.039818525314331,250.2161724453532,0.0005110057170085565,1.0,139.76216220855713,561.3593815480924
17.473272323608402,1.3494312763214111,0,63.13271713256836,0.6635680198669434,-2.696239709854126,78.58184496861324,12.694759368896484,0.921572514183143,-0.07935231924057018,-0.9181498289108276,39.83551025390625,52.36480563317933,58.50482447562388,2.415303880963379,-0.39098501205444336,2.383447829877035,-0.20298385620116477,117.49023381060327,122.54749702776573,23.29720687866211,0.7429203391075135,-1.7780898809432983,30.229598416751706,3.4885678291320636,2.997829187974611,-0.3116326928138732,-2.9815876483917236,-40.038494110107415,86.41507355659708,105.73714756393211,63.335700988769524,1.0545530319213867,1.2034977674484253,101.94007278625963,0.00051100037754117,1.0,167.2388973236084,257.1278050173045
