MET(GeV),#phi_{MET},light_jets_multiplicity,pT_{b_{1}}(GeV),#eta_{b_{1}},#phi_{b_{1}},Energy_{b_{1}}(GeV),Mass_{b_{1}}(GeV),#Delta R_{b_{1}b_{2}},#Delta #eta_{b_{1}b_{2}},#Delta #phi_{b_{1}b_{2}},#Delta pT_{b_{1}b_{2}}(GeV),#Delta #vec{pT}_{b_{1}b_{2}}(GeV),#Delta #vec{p}_{b_{1}b_{2}}(GeV),#Delta R_{b_{1}#tau_{1}},#Delta #eta_{b_{1}#tau_{1}},#Delta #phi_{b_{1}#tau_{1}},#Delta pT_{b_{1}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{1}}(GeV),#Delta #vec{p}_{b_{1}#tau_{1}}(GeV),#Delta R_{b_{1}lep_{1}},#Delta #eta_{b_{1}lep_{1}},#Delta #phi_{b_{1}lep_{1}},#Delta pT_{b_{1}lep_{1}}(GeV),#Delta #vec{pT}_{b_{1}lep_{1}}(GeV),#Delta #vec{p}_{b_{1}lep_{1}}(GeV),pT_{b_{2}}(GeV),#eta_{b_{2}},#phi_{b_{2}},Energy_{b_{2}}(GeV),Mass_{b_{2}}(GeV),#Delta R_{b_{2}#tau_{1}},#Delta #eta_{b_{2}#tau_{1}},#Delta #phi_{b_{2}#tau_{1}},#Delta pT_{b_{2}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{2}#tau_{1}}(GeV),#Delta #vec{p}_{b_{2}#tau_{1}}(GeV),#Delta R_{b_{2}lep_{1}},#Delta #eta_{b_{2}lep_{1}},#Delta #phi_{b_{2}lep_{1}},#Delta pT_{b_{2}lep_{1}}(GeV),#Delta #vec{pT}_{b_{2}lep_{1}}(GeV),#Delta #vec{p}_{b_{2}lep_{1}}(GeV),pT_{#tau_{1}}(GeV),#eta_{#tau_{1}},#phi_{#tau_{1}},Energy_{#tau_{1}}(GeV),Mass_{#tau_{1}}(GeV),#Delta R_{#tau_{1}lep_{1}},#Delta #eta_{#tau_{1}lep_{1}},#Delta #phi_{#tau_{1}lep_{1}},#Delta pT_{#tau_{1}lep_{1}}(GeV),#Delta #vec{pT}_{#tau_{1}lep_{1}}(GeV),#Delta #vec{p}_{#tau_{1}lep_{1}}(GeV),pT_{lep_{1}}(GeV),#eta_{lep_{1}},#phi_{lep_{1}},Energy_{lep_{1}}(GeV),Mass_{lep_{1}}(GeV),Q_{#tau_{1}}Q_{lep_{1}},sT(GeV)
173.5824432,-0.721317768,2,114.181488,-0.314944565,1.897590756,121.95661,22.34936523,0.940693289,0.545839608,-0.766135097,34.19996643,79.20167116,89.23581191,2.851902383,-1.302685916,2.536997557,72.00509644,150.7992979,173.2674938,3.197563748,-0.897393763,3.069054961,47.31769562,180.9343529,196.929341,79.98152161,-0.860784173,2.663725853,111.7807797,8.084536552,3.506816282,-1.848525524,-2.980052654,37.80513,121.7978626,175.5621289,2.841760599,-1.443233371,-2.447995249,13.11772919,138.174921,182.2595393,42.1763916,0.987741351,-0.6394068,64.48322996,0.75251168,0.6688399,0.405292153,0.532057405,-24.68740082,37.27106899,38.03549367,66.86379242,0.582449198,-1.171464205,78.52974883,0.000510999,-1,476.7856369
7.808218002,-3.103785276,1,132.2958069,0.254744053,2.809597015,137.5120995,15.71046162,1.608357182,-0.723836362,-1.436270777,93.94646454,132.7100101,133.0672213,2.498701754,1.612234354,-1.908981625,85.62678146,154.1979972,194.6248525,2.423333439,0.298562847,2.404871136,20.89129639,227.4770458,230.7876575,38.34934235,0.978580415,-2.037317514,58.7080139,7.520855904,2.383418121,2.336070716,-0.472710848,-8.319683075,21.4883588,130.2790657,2.647428201,1.022399209,-2.442043394,-73.05516815,142.8963691,150.9651807,46.66902542,-1.357490301,-1.564606667,96.91850383,6.622334003,2.367277657,-1.313671507,-1.969332546,-64.73548508,136.4705836,158.0897134,111.4045105,-0.043818794,0.404725879,111.5114808,0.000511,-1,336.5269032
44.27267838,-2.903500319,2,135.1917725,-0.622018516,0.856410682,164.7274092,28.74908638,0.845783454,0.845450938,-0.023714185,87.25237274,87.27325511,87.71990971,2.82354078,-0.281893283,2.809433877,56.70632935,210.9455285,219.9834959,2.500913942,-0.880542845,-2.340772275,109.7656364,153.9772116,181.5938334,47.93939972,-1.467469454,0.880124867,109.7713737,7.547528267,3.049202016,-1.127344221,2.833148062,-30.5460434,125.0124339,143.8904903,2.889258163,-1.725993782,-2.31705809,22.5132637,67.82118015,125.0895146,78.48544312,-0.340125233,-1.953023195,83.25901524,5.619174957,1.281414477,-0.598649561,1.132979155,53.0593071,71.51465274,79.12520547,25.42613602,0.258524328,-3.08600235,26.28076701,0.105658375,-1,331.3154297
39.04776001,-2.063300848,2,55.94985962,-1.006257176,-1.925262451,86.88575852,4.886115551,0.965507716,0.710381508,0.653883219,20.53585052,35.20142824,45.65831878,2.858472073,-1.383240193,-2.501501381,30.7197094,77.66149366,108.6838734,3.445819165,-1.540855646,3.082115118,-73.30960083,185.1402599,231.3529973,35.41400909,-1.716638684,-2.57914567,102.0699407,8.264022827,3.763826389,-2.093621701,3.127800707,10.18385887,60.64275804,121.3495519,3.31125035,-2.251237154,2.428231899,-93.84545135,157.749844,230.3175052,25.23015022,0.376983017,0.57623893,27.29080141,3.659813166,0.717104698,-0.157615453,-0.699568808,-104.0293102,111.1489815,127.6154552,129.2594604,0.53459847,1.275807738,148.1745061,0.105658376,1,284.9012394
67.83831024,-2.712567806,0,49.18550491,1.787451506,-3.083434343,151.2928739,8.766089439,2.153647894,0.489594221,-2.097259343,1.402294159,84.04963048,104.3559043,1.249544558,0.341925263,-1.201852202,-8.1796875,60.62106571,66.7050777,0.553259922,0.55068469,-0.053318977,13.59348679,13.77528731,87.76249986,47.78321075,1.297857285,-0.986175001,94.12869329,4.864047527,0.907502104,-0.147668958,0.89540714,-9.581981659,46.3306773,57.47982692,2.044853115,0.061090469,2.043940365,12.19119263,71.41429926,75.60495315,57.36519241,1.445526242,-1.881582141,128.5128971,2.445468664,1.167351304,0.208759427,1.148533225,21.77317429,53.7032502,79.66446857,35.59201813,1.236766815,-3.030115366,66.46418291,0.000511,-1,257.7642365
39.41518021,-1.432306409,1,62.00631714,0.076307207,-1.695218205,62.91323648,9.532109261,1.749326608,-0.643104881,-1.626825035,28.79090118,71.96329684,75.0421693,2.013922843,-1.251431912,1.577911083,37.93670082,66.67358331,76.48366175,2.617945992,2.025168449,-1.659015965,8.979476929,85.06473486,205.5315238,33.21541595,0.719412088,-0.068393171,42.4037121,4.272031784,3.137978838,-0.608327031,-3.07844919,9.145799637,57.25721237,59.5049828,2.668467504,2.66827333,-0.03219093,-19.81142426,19.85743035,209.3207909,24.06961632,1.32773912,3.010056019,48.86441025,5.157143116,4.473902023,3.276600361,3.04625826,-28.95722389,77.0212453,237.4177708,53.02684021,-1.948861241,-0.036202241,189.9189542,0.105658375,-1,211.7333698
87.10657501,1.824399233,0,170.5806427,0.80853802,2.283352852,229.9184428,14.78922939,1.91995506,-0.506324708,-1.851988856,127.1367722,187.3448094,203.080807,2.970279089,-0.392950356,-2.94417185,-55.45574951,394.724172,437.3614232,1.719968277,-0.273319662,1.698112845,142.638443,176.3205277,211.5891134,43.44387054,1.314862728,-2.147843599,86.99559576,6.789168835,1.098051654,0.113374352,-1.092182994,-182.5925217,209.6061515,339.23988,2.742997876,0.233005047,-2.733083606,15.50167084,69.97281255,79.90565304,226.0363922,1.201488376,-1.055660605,410.8166554,29.13360786,1.645255701,0.119630694,-1.640900612,198.0941925,229.6911901,382.0723559,27.94219971,1.081857681,0.585240006,45.95274769,0.105658376,-1,555.1096802
35.63333511,0.829032958,4,186.687149,1.574242234,2.419481993,470.0831004,12.58524895,0.753664065,-0.081090331,0.749288917,109.4785843,140.3794287,275.0485946,1.96582445,1.356563672,-1.422744099,-394.7912445,583.9032704,658.1442246,2.394650968,1.192622542,2.076536715,-166.1942596,472.448601,556.0766142,77.20856476,1.655332565,1.670193076,209.6395779,8.650901794,2.604721954,1.437654004,-2.172033016,-504.2698288,628.3862408,631.9622805,1.839546467,1.273712873,1.327247798,-275.6728439,342.5581329,347.2275475,581.4783936,0.217678562,-2.440959215,609.4937951,130.7271271,2.788727473,-0.16394113,-2.783904493,228.5969849,920.3555818,920.414133,352.8814087,0.381619692,0.342945278,378.8904659,0.000510999,-1,1233.888851
90.4317627,2.549371719,0,85.85604858,0.807670891,-0.40747273,115.6356465,7.13741684,1.311541398,1.288064867,-0.24704197,50.21935272,52.03617791,108.2460734,2.658811458,1.626641691,2.103167892,60.20027542,101.3191383,142.7599054,3.083626052,1.069655359,-2.892159581,56.36568069,114.6650877,142.7027804,35.63669586,-0.480393976,-0.160430759,40.63271301,8.044235229,2.374472712,0.338576823,2.350209862,9.980922699,56.68711166,56.96841596,2.654119419,-0.218409508,-2.645117611,6.146327972,63.14878034,63.93113962,25.65577316,-0.818970799,-2.510640621,34.75524193,0.518189073,1.403143462,-0.556986332,1.287857834,-3.834594727,33.24828705,36.73693689,29.49036789,-0.261984468,2.484686852,30.50840108,0.105658375,-1,267.0706482
30.48355675,2.067492723,0,72.97180939,1.776596308,-1.940262556,221.8952641,6.672729969,2.613111582,1.579724684,-2.081543192,1.578804016,124.5597353,231.6410337,3.567159505,3.545675874,-0.390908599,38.94527435,43.48965397,309.4086824,3.793254554,2.802976727,2.55579764,40.67003632,101.4718463,268.6379955,71.39300537,0.196871623,0.141280636,74.77381716,17.14779282,2.592915233,1.965951189,1.690634593,37.36647034,82.67774489,138.4363917,2.050646141,1.223252043,-1.645844474,39.0912323,80.53683067,96.65165603,34.02653503,-1.769079566,-1.549353957,102.7523343,3.546993017,3.038861577,-0.742699146,2.946706239,1.724761963,66.0138709,87.61081936,32.30177307,-1.02638042,1.787125111,50.86324065,0.105658376,-1,241.1766796
37.45970535,2.270512104,0,85.83387756,-2.059040308,-1.120247245,342.0684517,11.43718719,2.479262117,0.283949614,-2.462948084,53.12886429,113.1700261,197.8027989,2.041982032,-1.379427493,1.505612969,53.38063812,89.76511861,319.9826562,3.579288272,-1.755422384,-3.119262218,49.80093002,121.8604976,342.2474976,32.70501328,-2.342989922,1.342700839,171.8992615,4.586567879,2.850317322,-1.663377106,-2.314624254,0.251773834,59.66721953,156.7078105,2.142378675,-2.039371997,-0.656314135,-3.327934265,22.37704567,159.1687695,32.45323944,-0.679612815,-2.625860214,40.28534019,1.893222928,1.700401308,-0.375994891,1.658310119,-3.579708099,50.55689556,52.12373029,36.03294754,-0.303617924,1.999014974,37.70672111,0.105658376,-1,224.4847832
25.35039902,1.501107931,1,66.8866272,-0.383125454,-2.241446257,73.08003181,13.31966877,1.687367205,-1.065781802,1.308173243,34.40929031,66.33759887,83.18538474,2.20591367,0.440423697,-2.161499962,-2.677406311,120.3985202,126.1722358,2.462136922,-2.451361328,-0.230099678,24.99097061,27.78962342,191.3534043,32.47733688,0.682656348,2.733565807,40.8471688,6.395633221,3.191317181,1.506205499,2.813512102,-37.08669662,100.8535357,133.7972608,2.070293265,-1.385579526,-1.538272921,-9.418319702,52.16830937,148.5925583,69.56403351,-0.823549151,-0.079946294,95.10041024,10.50726795,3.477459948,-2.891785026,1.931400284,27.66837692,93.01103662,245.3678348,41.89565659,2.068235874,-2.011346579,168.3632519,0.105658376,-1,236.1740532
16.07780647,-1.731527567,0,41.17276382,0.926844716,1.625609517,60.74867236,8.435817719,0.783495621,0.119082153,-0.774393201,1.982746124,30.39999789,31.60698072,1.729520746,-0.072269022,1.728010185,17.18911171,50.78999477,53.16447435,3.490264079,1.860273063,2.953189373,15.75584602,66.3110069,97.28704341,39.1900177,0.807762563,2.400002718,53.04527008,6.164513588,2.509708744,-0.191351175,2.502403386,15.20636559,60.16472392,60.57753165,3.092385991,1.74119091,-2.555602733,13.7730999,61.9813765,88.04804149,23.98365211,0.999113739,-0.102400668,37.18684681,3.881271362,2.288183331,1.932542086,1.225179188,-1.433265686,28.42893449,62.33623757,25.4169178,-0.933428347,-1.327579856,37.31747958,0.105658376,-1,145.8411579
28.89241219,-1.771883488,1,115.1391678,-0.37429902,1.693368673,124.971128,20.37341118,1.176922195,0.422723919,1.098385334,68.67884064,102.6998706,102.7446459,3.297922695,-1.719353169,-2.81427056,64.26141739,164.1327931,212.6001605,2.476965291,-0.510243163,-2.423841778,52.70282364,167.2898256,175.3714855,46.46032715,-0.797022939,0.594983339,62.44309414,7.298435688,3.194981057,-2.142077088,2.370529413,-4.417423248,90.20862745,159.9574345,2.914329722,-0.932967082,2.760958195,-15.976017,106.9731626,117.9089315,50.8777504,1.34505415,-1.775546074,104.3088362,2.775119305,1.27058319,1.209110007,0.390428782,-11.55859375,24.7327353,86.13037996,62.43634415,0.135944143,-2.165974855,63.01417033,0.000510999,-1,303.8060017
33.06437302,2.506600857,1,69.11539459,1.474474311,-0.826674104,159.2835442,11.27810383,1.547618595,-0.857732892,-1.288183838,11.7269516,76.53870555,168.149671,1.984438642,0.481431842,-1.925154567,3.428688049,110.6449786,129.1281776,1.972023901,-0.402194262,1.930574536,-44.54806519,152.4070768,267.1771369,57.38844299,2.332207203,0.461509734,298.486973,8.879681587,1.482934218,1.339164734,-0.636970729,-8.29826355,39.33589154,219.8395907,3.098100687,0.45553863,-3.064426933,-56.27501678,170.9383847,184.6113516,65.68670654,0.993042469,1.098480463,101.6380767,12.82841778,2.583280611,-0.883626103,-2.427456204,-47.97675323,168.8724281,332.1488446,113.6634598,1.876668572,-2.75724864,379.9092002,0.000510999,1,338.9183769
75.56732941,-0.752270639,1,45.6966095,-1.134220004,0.948470771,79.14626142,10.99164963,3.549875727,-2.764255404,-2.227220182,5.295154572,77.29098264,180.240907,3.226612742,-2.632531643,1.865692079,-113.6118164,178.0421025,439.899962,2.685972698,-2.234721422,1.490123987,-3.3735466,64.30134559,144.3716717,40.40145493,1.6300354,-3.107494354,107.3614209,7.993780136,2.194230427,0.131723762,-2.190273046,-118.906971,185.7024312,303.0067737,2.619913545,0.529533982,-2.565841138,-8.668701172,85.82507434,92.15554224,159.3084259,1.498311639,-0.917221308,374.2233377,5.25110817,0.547087162,0.397810221,-0.375568092,110.2382698,115.0748266,296.2606186,49.0701561,1.100501418,-0.541653216,81.90733934,0.000510999,-1,370.0439758
15.87752247,-1.967720747,2,47.38418579,-1.917869806,0.344647199,164.9760539,8.827110291,2.995551129,-0.455426931,2.960728437,6.975318909,87.43658214,115.3568424,2.596222932,-2.590665162,-0.169786721,-15.80093384,18.32406312,204.3922444,3.819871375,-3.124777317,-2.197085351,-7.552978516,91.186557,258.0415028,40.40886688,-1.462442875,-2.616081238,92.15434699,6.935230732,3.789375602,-2.13523823,-3.130515158,-22.77625275,103.5924743,164.9184629,2.896876342,-2.669350386,1.12537152,-14.52829742,52.32664332,174.1913086,63.18511963,0.672795355,0.51443392,79.24391393,13.79895592,2.096476932,-0.534112155,-2.027298629,8.247955322,100.3531242,107.2444209,54.93716431,1.206907511,2.54173255,100.0475248,0.105658376,-1,221.7928591
1.245588541,-2.124646664,1,53.2129097,-0.87149924,-0.912122011,75.0995345,7.414390087,1.948285114,0.238871515,-1.933586121,10.7270813,79.00188718,79.1607067,1.141278213,-0.082891643,-1.138264,22.70100021,49.00443264,55.39876722,2.611392968,0.083477736,2.610058371,-35.33819199,137.1013953,144.46827,42.4858284,-1.110370755,1.021464109,72.22636092,10.35154724,0.857944523,-0.321763158,0.79532212,11.97391891,30.34842598,43.27503308,1.746467714,-0.155393779,-1.739540815,-46.06527328,104.451022,112.0397015,30.51190948,-0.788607597,0.226141989,41.3658531,8.411424637,2.540316687,0.166369379,-2.534862936,-58.0391922,114.9414099,135.3031114,88.55110168,-0.954976976,2.761004925,132.0930844,0.000510999,1,216.0073378
24.82519913,2.882454872,0,64.90974426,0.660209775,-0.967822969,79.72879674,4.910449982,1.228677406,0.174934715,1.216160357,16.34826279,66.19936483,69.61378666,2.157851499,-0.586135149,-2.076720655,34.07509041,84.28487284,84.34357829,2.776065009,0.789937228,-2.661303461,-2.149215698,128.1826959,139.389443,48.56148148,0.48527506,-2.183983326,54.68454949,5.644164085,3.08563561,-0.761069864,2.990304295,17.72682762,79.18042322,82.93774754,2.483087589,0.615002513,2.40572149,-18.49747849,108.0871528,113.0785435,30.83465385,1.246344924,1.108897686,58.06103451,1.194589019,1.495096065,1.376072377,-0.584582806,-36.22430611,44.70937515,73.15753364,67.05895996,-0.129727453,1.693480492,67.62410903,0.105658375,-1,236.1900387
9.316617966,-1.27928102,0,43.78128815,1.594492197,2.018995762,112.5016055,7.159191132,2.357345547,0.526729584,-2.297745411,5.566387177,74.84008269,92.50666237,2.542373781,0.598183632,2.470999956,-3.419692993,85.92309332,98.51096127,0.737253975,-0.392285466,0.624223948,12.61756325,25.95773168,27.19234429,38.21490097,1.067762613,-1.966444135,62.45962109,6.214696884,1.51612467,0.071454048,-1.51443994,-8.98608017,59.03481805,59.35844024,3.063085632,-0.91901505,2.921969358,7.051176071,68.96507097,93.05458962,47.20098114,0.996308565,-0.452004194,72.65997619,2.064195156,2.095617012,-0.990469098,-1.846776009,16.03725624,63.25150057,84.66776998,31.1637249,1.986777663,1.394771814,115.7597629,0.000511002,-1,169.6775131
25.88173485,-2.587330103,1,50.13955688,1.097379208,3.0901227,83.8214636,7.518876553,2.097731279,1.004007198,-1.841859404,1.246196747,78.85009929,100.4162447,2.592270086,1.842831433,1.823139191,10.40563965,71.3272609,122.1729697,2.15651286,2.146900058,-0.2033909,7.829936981,12.19684309,120.3868898,48.89336014,0.09337201,-1.351203203,49.71913586,7.780068398,2.749277679,0.838824235,-2.618186712,9.159442902,85.64238048,93.29800254,1.997694453,1.14289286,1.638468504,6.583740234,66.78646821,88.18726901,39.73391724,-0.745452225,1.266983509,51.31450448,1.422767401,2.049214957,0.304068625,-2.026530091,-2.575702667,69.63251887,72.60935728,42.3096199,-1.04952085,-2.989671707,67.83052169,0.000510999,-1,206.958189
17.77447891,3.078723192,0,57.65565491,1.113272905,0.002375543,97.42594789,6.173612118,2.800128332,0.512876451,2.752757966,16.64971542,96.8562774,110.010782,3.207062666,1.031693123,3.03658694,22.21333694,92.97699586,119.7054137,0.940145991,0.89425084,-0.290154994,28.26006889,30.66463993,78.07537174,41.00593948,0.600396454,-2.750382423,48.97359599,5.862240791,0.591379426,0.518816672,0.283828974,5.563621521,12.13465719,26.20957268,3.066719046,0.381374389,-3.04291296,11.61035347,70.31818097,73.0083418,35.44231796,0.081579782,-3.034211397,35.67103141,2.808194876,2.959636431,-0.137442283,2.956443373,6.046731949,64.56268966,64.66271759,29.39558601,0.219022065,0.292530537,30.10347196,0.000511,-1,181.2739773
56.21537018,-2.836819887,0,60.96026993,-1.471702814,-0.02350539,140.0752363,8.974650383,0.862849413,0.742164612,-0.440114528,27.03369904,33.54106064,43.42609666,2.54046045,0.397328615,-2.509196937,28.57265854,89.163893,92.16421893,2.486689699,-0.031338692,2.486492217,29.79253769,87.75489244,108.4295862,33.92657089,-2.213867426,0.416609138,157.2600233,7.409184456,2.097621005,-0.344835997,-2.069082409,1.538959503,57.01095289,76.43198864,3.027099998,-0.773503304,2.926606745,2.758838654,64.71926822,111.8875747,32.38761139,-1.869031429,2.485691547,107.4715768,1.01753211,1.356982684,-0.428667307,-1.287496154,1.21987915,38.15823878,55.54436087,31.16773224,-1.440364122,-2.509997606,69.48961925,0.000511,-1,214.6575546
49.28189468,1.97761941,0,97.88067627,0.471614331,-1.685361743,109.9549592,14.68997383,1.638425693,0.297378615,-1.611212187,40.68309402,115.3455958,121.4050738,3.068973338,0.3143152,3.05283529,60.51925278,135.1356185,141.5093207,2.439097612,-1.100723058,2.176604215,68.24009323,117.3169915,119.0833118,57.19758224,0.174235716,-0.074149556,58.471136,6.854401112,1.619226409,0.016936585,-1.619137831,19.83615875,69.81381577,69.93499524,2.860341634,-1.398101673,-2.495368905,27.55699921,82.80803084,101.2780646,37.36142349,0.157299131,1.544988275,37.83702285,0.969716191,1.664365995,-1.415038258,-0.876231074,7.720840454,29.27175655,68.94751807,29.64058304,1.572337389,2.421219349,74.47879505,0.105658375,-1,271.3621597
68.4146347,-2.662787914,0,75.00134277,0.292576849,0.149864897,79.80863259,15.77323341,1.968635344,1.728541195,-0.942162648,26.28337097,60.83869244,133.5265205,2.650095447,0.647478789,2.569781527,38.62900162,107.4065986,113.1022851,3.122136756,-0.695017517,3.043795094,48.87797165,101.0320907,101.343955,48.7179718,-1.435964346,1.092027545,108.3595061,6.014659405,2.974638355,-1.081062406,-2.771241132,12.34563065,83.66648418,118.1494022,3.339295033,-2.423558712,-2.297227565,22.59460068,68.89493219,144.3127786,36.37234116,-0.35490194,-2.41991663,38.70242123,1.087771416,1.423722302,-1.342496306,0.474013567,10.24897003,17.73600763,46.869181,26.12337112,0.987594366,-2.893930197,39.9327046,0.000511,-1,254.6296616
18.06339836,-1.41434741,1,49.77172089,-0.187827155,-2.965868473,51.84221193,11.04373455,1.455332804,0.021146759,1.455179159,6.481693268,62.08170422,62.08238656,1.808229778,0.692740634,-1.670271039,4.890205383,70.25141496,78.67860084,2.919616893,0.602417186,-2.856791265,-18.51269531,116.8907202,127.2744377,43.29002762,-0.208973914,1.862137675,45.71629548,11.52892017,3.196791715,0.671593875,-3.125450198,-1.591487885,88.16867212,95.12877521,2.055130999,0.581270427,1.971214883,-24.99438858,94.02837288,106.799222,44.8815155,-0.880567789,-1.295597434,63.5367382,3.578169823,1.189953181,-0.090323448,-1.186520226,-23.4029007,66.17602713,67.83828098,68.2844162,-0.790244341,-0.109077208,90.73874233,0.105658376,-1,224.2910786
91.6714859,-1.257284284,1,76.13150024,0.215620145,-1.009473562,78.46711004,9.349431038,1.296837116,-0.106803223,-1.292431653,18.00720215,82.11306027,82.15184405,1.789568049,1.618354902,-0.763859421,37.41664505,55.11586186,105.958658,0.823692929,0.49073945,0.661547303,34.0507431,50.11116975,57.53383235,58.1242981,0.322423369,0.28295809,61.85482001,9.166963577,1.804316813,1.725158125,0.528572232,19.4094429,31.47896619,98.20186438,2.043303944,0.597542673,1.953978956,16.04354095,83.53533797,89.02937474,38.71485519,-1.402734756,-0.245614141,83.67869566,5.854338169,1.817498538,-1.127615452,1.425406724,-3.365901947,52.89210002,81.67015381,42.08075714,-0.275119305,-1.671020865,43.683515,0.105658375,-1,306.7228966
79.74477386,-1.158668041,1,119.3770828,1.051792502,1.237493277,191.9683096,9.663819313,0.747998312,-0.593465447,-0.455302358,5.060668945,52.9721887,145.16894,3.339827166,1.171725623,-3.127539698,16.5191803,222.2295297,275.2394413,2.8368404,1.597502649,2.344280005,94.14791107,138.1870382,214.8289873,114.3164139,1.64525795,1.692795634,307.3405459,7.741103172,3.202616418,1.765191071,-2.672237341,11.45851135,211.238231,364.9075618,3.55499685,2.190968096,2.799582362,89.08724213,138.3433733,330.0399882,102.8579025,-0.119933121,-1.918152332,103.6120233,1.671408415,0.916297015,0.425777026,-0.811365604,77.62873077,87.42352058,87.44863679,25.22917175,-0.545710146,-1.106786728,29.08013884,0.105658376,-1,441.5253448
23.01358032,-2.398783207,1,41.6000061,0.361610293,0.041145086,44.71169034,5.678569794,2.254640942,-1.899094939,-1.215254784,6.636177063,44.05014911,156.7689978,2.818827793,-1.877090096,2.102931976,5.06558609,67.87910936,168.3389955,3.151140639,0.604223236,-3.09266901,-41.57745361,124.7442808,129.7663388,34.96382904,2.260705233,1.25639987,169.5832,6.143152237,2.965080201,0.022004843,-2.964998547,-1.570590973,71.21985136,71.3104713,3.129103077,2.503318176,-1.877414227,-48.21363068,99.48145362,211.1129056,36.53442001,2.23870039,-2.06178689,173.3571863,3.854532242,2.709198315,2.481313333,1.087584321,-46.6430397,73.68450553,203.5996577,83.17745972,-0.242612943,3.133814096,85.63751181,0.105658376,-1,219.2892952
23.1643734,1.964352369,0,46.27428055,-1.769190788,-2.510813951,139.8812299,7.700862408,2.346049939,0.571610212,-2.275348783,2.022705078,82.17107297,126.3396702,1.228336576,-1.000567675,-0.712513208,15.91106606,30.60706899,110.4034318,2.287318623,0.043157697,2.286911432,-3.636459351,87.54818635,89.18188482,44.25157547,-2.340801001,-0.235465169,232.1666613,8.616481781,2.21679912,-1.572177887,1.562835574,13.88836098,53.46713474,208.9977085,1.800234772,-0.528452516,-1.720925093,-5.659164429,71.48393552,106.5222647,30.36321449,-0.768623114,-1.798300743,40.09768872,5.017103672,3.175832304,1.043725371,2.99942464,-19.54752541,80.08326549,146.8299647,49.9107399,-1.812348485,1.485459924,156.921519,0.105658376,-1,193.9641838
20.14588165,2.132602692,0,47.31485748,-1.766262889,-1.94072485,142.6586767,8.318419456,2.276788999,-0.670545936,-2.175807044,5.180030823,79.25810008,111.4474734,1.284242755,-0.977760911,0.832624197,2.280685425,37.40325979,102.1178062,3.103183829,0.434050202,3.072678034,16.59738159,77.98810995,78.03239157,42.13482666,-1.095716953,0.235082194,70.441519,7.29899168,3.024076648,-0.307214975,3.008431241,-2.899345398,86.97607432,88.55944432,1.513518151,1.104596138,-1.03470023,11.41735077,37.37268171,89.18631593,45.03417206,-0.788501978,-2.773349047,60.16764361,6.867939472,2.647839083,1.411811113,2.240053836,14.31669617,68.46965764,119.2625928,30.71747589,-2.200313091,1.269782424,140.3575263,0.105658376,-1,185.3472137
7.309191704,0.574077368,1,128.7868347,-1.894029856,1.88345027,438.6745491,29.90775299,1.364180111,0.483612061,-1.275580947,94.35637283,123.2529367,264.7429798,1.340149552,-0.903482258,0.989808381,98.94384575,115.1423888,400.5447135,3.052268276,-0.098006368,-3.05069441,-72.17424011,329.4237216,370.9352077,34.43046188,-2.377641916,-3.124154091,187.2425458,5.289030075,2.656316896,-1.387094319,2.265389327,4.587472916,58.23590287,160.289265,1.867968898,-0.581618428,-1.775113463,-166.5306129,210.662276,456.3440235,29.84298897,-0.990547597,0.893641889,46.27927284,7.168714046,2.382942777,0.805475891,2.242682517,-171.1180859,220.7761992,596.5065462,200.9610748,-1.796023488,-1.349040627,622.1349182,0.000510999,1,401.3305521
9.566003799,-0.039490931,1,208.8962097,0.937998891,-2.719681263,308.3871556,20.07979584,0.728597963,0.56147781,-0.464324951,125.8041382,139.6502391,238.9858144,1.639969361,-1.147333503,-1.171804309,172.5750694,197.6401722,214.0073831,2.544835851,-0.081987858,2.543514792,12.19465637,387.6140091,387.778931,83.09207153,0.376521081,-2.255356312,89.88603921,12.21725273,1.849476452,-1.708811313,-0.707479358,46.77093124,60.30045031,127.0742475,3.075897916,-0.643465668,3.007839743,-113.6094818,279.2713923,346.5814056,36.32114029,2.085332394,-1.547876954,148.5566363,6.827206135,2.780089602,1.065345645,-2.567866206,-160.3804131,228.0607497,246.4417659,196.7015533,1.019986749,1.019989252,308.2075252,0.105658375,1,534.5769787
77.57192993,1.399943709,0,138.8507233,-1.42538321,-1.590160847,306.2000641,21.24131584,2.338448955,-0.589850008,2.262834613,73.94102478,187.0695508,282.2193574,2.551805322,0.726074338,2.44632918,108.4513035,163.3588207,217.2186723,0.950124058,0.063727498,-0.947984457,101.6237946,120.9752351,228.4273195,64.90969849,-0.835533202,2.430189848,89.12424859,6.087414265,1.328656141,1.315924346,0.183494568,34.5102787,35.45718342,76.81435779,3.141114111,0.653577507,3.072366238,27.68276978,102.0799451,103.5774476,30.39941978,-2.151457548,2.24669528,132.5094305,4.111348152,2.963829088,-0.66234684,2.88887167,-6.827508926,67.09268998,84.02971495,37.22692871,-1.489110708,-0.64217639,86.71506804,0.105658376,-1,348.9587002
